Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Date of Birth,Age in Yrs.,Date of Joining,Quarter of Joining,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
811489,Hon.,Susanna,R,Huff,F,susanna.huff@hotmail.com,7/9/1970,47.08,5/4/2011,Q2,6.24,67505,4%,358-08-7991,215-713-2665,Springdale,Allegheny,Springdale,PA,15144,Northeast,srhuff,kW4BJc_$*
162573,Hon.,Ola,T,Thompson,F,ola.thompson@yahoo.com,8/28/1970,46.95,8/19/2003,Q3,13.95,156203,30%,147-23-4311,307-538-2638,Dayton,Sheridan,Dayton,WY,82836,West,otthompson,pUzFR!qYH9
836699,Mrs.,Louella,F,Wolfe,F,louella.wolfe@charter.net,2/19/1966,51.47,5/21/2001,Q2,16.2,96037,15%,574-61-8029,480-650-3603,Phoenix,Phoenix,Phoenix,AZ,85083,West,lfwolfe,Ww}qVkl<;_~I
798859,Drs.,Deirdre,N,Travis,F,deirdre.travis@hotmail.com,4/11/1971,46.33,7/15/1998,Q3,19.05,128752,22%,026-92-8042,219-467-5690,Indianapolis,Marion,Indianapolis,IN,46206,Midwest,dntravis,9#<++W%mQY:4+Z
458765,Ms.,Kristina,W,Ware,F,kristina.ware@gmail.com,6/26/1981,36.11,10/18/2006,Q4,10.78,183956,29%,183-86-2067,209-998-1930,Moorpark,Ventura,Moorpark,CA,93021,West,kwware,NSHvHwOA
562109,Mr.,Stacy,O,Dixon,M,stacy.dixon@aol.com,5/27/1963,54.21,11/30/1995,Q4,21.67,108295,6%,458-99-8461,217-469-0283,Peoria,Peoria,Peoria,IL,61640,Midwest,sodixon,7aa?OcUZp_mz
947334,Mr.,Frankie,Y,Clark,M,frankie.clark@apple.com,11/19/1960,56.73,11/20/2010,Q4,6.69,175424,7%,046-15-2622,319-773-8175,Red Oak,Montgomery,Red Oak,IA,51566,Midwest,fyclark,c|QL%vW#26RQ?b
316995,Mrs.,Pauline,J,Gilbert,F,pauline.gilbert@yahoo.com,7/5/1996,21.08,7/22/2017,Q3,0.02,123599,16%,570-99-4500,316-849-9526,Niotaze,Chautauqua,Niotaze,KS,67355,Midwest,pjgilbert,y<f-cN!N
798671,Mr.,Adolph,L,Skinner,M,adolph.skinner@gmail.com,9/20/1964,52.89,5/26/2008,Q2,9.18,180393,22%,384-37-6327,252-584-4280,Durham,Durham,Durham,NC,27707,South,alskinner,cIPr@6xgZ
415004,Ms.,Rosa,P,Camacho,F,rosa.camacho@gmail.com,4/7/1995,22.32,5/25/2016,Q2,1.18,56054,10%,687-24-2091,262-735-0438,Appleton,Outagamie,Appleton,WI,54913,Midwest,rpcamacho,ak|>vLr+>
770810,Mr.,Craig,W,Marquez,M,craig.marquez@gmail.com,6/16/1982,35.14,12/18/2004,Q4,12.62,80934,22%,207-84-2832,231-786-8588,Sand Creek,Lenawee,Sand Creek,MI,49279,Midwest,cwmarquez,0m^pLvwDIt
255640,Mr.,Stanley,T,Lowe,M,stanley.lowe@gmail.com,9/7/1986,30.91,11/14/2008,Q4,8.71,80699,21%,064-02-4325,304-323-8939,Jolo,McDowell,Jolo,WV,24850,South,stlowe,Ez#mku9cx3wEYj:
311079,Dr.,Morgan,C,Farrell,M,morgan.farrell@gmail.com,4/17/1989,28.3,11/23/2011,Q4,5.68,48192,21%,136-25-6207,206-732-0851,Hartline,Grant,Hartline,WA,99135,West,mcfarrell,I#VwgL-in$1w/#<
559421,Ms.,Reba,O,Potts,F,reba.potts@microsoft.com,4/2/1986,31.34,7/7/2011,Q3,6.06,155351,17%,237-99-4109,803-530-4861,Columbia,Richland,Columbia,SC,29216,South,ropotts,crDw\pS!_W-p
959306,Ms.,Shana,O,Gould,F,shana.gould@gmail.com,7/20/1973,44.05,8/17/2000,Q3,16.96,74961,30%,271-17-8858,252-316-7224,Edward,Beaufort,Edward,NC,27821,South,sogould,gW142CO&OX<;l|
713805,Mr.,Adam,I,Bartlett,M,adam.bartlett@aol.com,9/25/1971,45.87,6/20/2005,Q2,12.11,62876,15%,500-29-9319,205-745-6937,Ohatchee,Calhoun,Ohatchee,AL,36271,South,aibartlett,1E$sBq}P$TFR
532285,Ms.,Leann,W,Melendez,F,leann.melendez@gmail.com,11/4/1973,43.76,12/17/2007,Q4,9.62,88889,23%,008-94-7923,236-331-5273,Woodbridge,Prince William,Woodbridge,VA,22193,South,lwmelendez,W_n+;yZuzfjJ
664249,Mr.,Floyd,B,Mills,M,floyd.mills@gmail.com,8/29/1983,33.94,2/2/2006,Q1,11.49,111583,27%,481-41-0460,308-874-7810,Farwell,Howard,Farwell,NE,68838,Midwest,fbmills,Aq?ch[mqCw;3QM
339483,Mr.,Scott,Q,Carrillo,M,scott.carrillo@sbcglobal.net,1/15/1970,47.56,8/6/1991,Q3,25.99,171304,13%,458-99-4184,319-913-8966,Rockford,Floyd,Rockford,IA,50468,Midwest,sqcarrillo,kWT78g_~uz{;
155956,Mr.,Sterling,K,Hooper,M,sterling.hooper@hotmail.com,9/19/1962,54.89,8/18/2003,Q3,13.95,78732,29%,167-86-0816,217-697-9027,Saint Anne,Kankakee,Saint Anne,IL,60964,Midwest,skhooper,F>eQ*HU>$
791119,Mr.,Damon,T,Hunt,M,damon.hunt@gmail.com,11/28/1978,38.69,11/5/2010,Q4,6.73,126670,5%,462-99-3472,304-994-3681,Onego,Pendleton,Onego,WV,26886,South,dthunt,Xk:*o|Z:zcF.~!
798553,Prof.,Mauricio,A,Potts,M,mauricio.potts@yahoo.com,8/31/1986,30.93,4/15/2015,Q2,2.29,102183,15%,213-91-9114,339-660-2629,Lawrence,Essex,Lawrence,MA,1841,Northeast,mapotts,h$r[.aXNy
981925,Ms.,Ebony,B,Eaton,F,ebony.eaton@gmail.com,7/24/1964,53.05,10/26/1999,Q4,17.77,87666,7%,511-33-0572,212-680-4445,Otego,Otsego,Otego,NY,13825,Northeast,ebeaton,r]XX+!/[hU/<Z
648118,Drs.,Bobbie,M,Joyner,F,bobbie.joyner@gmail.com,4/20/1971,46.3,4/19/2016,Q2,1.27,65153,29%,437-99-4679,385-473-3065,Park Valley,Box Elder,Park Valley,UT,84329,West,bmjoyner,rkag+5v{
278391,Ms.,Jami,N,Velasquez,F,jami.velasquez@hotmail.com,7/23/1992,25.03,8/19/2016,Q3,0.94,40883,9%,316-35-5631,218-557-1655,Max,Itasca,Max,MN,56659,Midwest,jnvelasquez,G2x0w{8mOoa
556573,Ms.,Aisha,Z,Gentry,F,aisha.gentry@aol.com,10/31/1965,51.78,7/10/1991,Q3,26.07,139115,4%,180-86-5081,212-970-9881,Montezuma,Cayuga,Montezuma,NY,13117,Northeast,azgentry,C$<gF\!_A-%Nca\
159472,Hon.,Moses,P,Reid,M,moses.reid@apple.com,12/22/1964,52.63,8/14/1999,Q3,17.97,198160,19%,424-65-3064,239-593-3202,Orlando,Orange,Orlando,FL,32834,South,mpreid,H9zUwL<nl@}e
871770,Ms.,Monique,S,Deleon,F,monique.deleon@hotmail.com,4/9/1990,27.32,5/17/2015,Q2,2.2,69805,30%,513-31-6303,216-250-6145,Cardington,Morrow,Cardington,OH,43315,Midwest,msdeleon,aNR#7*@D56
338556,Mr.,Domingo,S,Gibbs,M,domingo.gibbs@hotmail.com,11/7/1988,28.74,10/27/2013,Q4,3.75,178530,20%,546-99-2961,480-908-8095,Littlefield,Mohave,Littlefield,AZ,86432,West,dsgibbs,lBHbc.ApgQ]d{T
182719,Ms.,Tammy,D,Vincent,F,tammy.vincent@aol.com,7/13/1960,57.08,11/19/2007,Q4,9.7,111372,30%,082-02-5393,217-831-1569,Dongola,Union,Dongola,IL,62926,Midwest,tdvincent,TnIm6v%SV-nK%
305556,Mr.,Federico,J,Wilson,M,federico.wilson@yahoo.com,11/16/1974,42.73,4/13/2000,Q2,17.3,125802,23%,445-27-4988,210-930-2999,Hart,Castro,Hart,TX,79043,South,fjwilson,g6~{t%1p8H&*}S
915507,Mr.,Kory,X,Roth,M,kory.roth@bp.com,1/18/1974,43.55,11/24/2010,Q4,6.68,153636,1%,386-37-5617,252-364-6018,Buies Creek,Harnett,Buies Creek,NC,27506,South,kxroth,T@GS[s+5DxNs
761381,Ms.,Nichole,Z,Lloyd,F,nichole.lloyd@shell.com,4/23/1986,31.28,12/15/2016,Q4,0.62,46766,10%,496-29-4801,316-344-7236,Wichita,Sedgwick,Wichita,KS,67217,Midwest,nzlloyd,IR1;qapte2-Q
141022,Mr.,Rodger,D,Chavez,M,rodger.chavez@outlook.com,7/10/1981,36.07,3/3/2005,Q1,12.41,187480,16%,061-02-4120,209-881-4520,Sacramento,Sacramento,Sacramento,CA,95842,West,rdchavez,EUp3}.Un|
528086,Mr.,Bruce,Z,Carney,M,bruce.carney@hotmail.com,2/9/1974,43.49,5/7/2013,Q2,4.23,95018,16%,330-11-2949,231-344-7782,Detroit,Wayne,Detroit,MI,48288,Midwest,bzcarney,V4j52QV2iz>dL
177821,Mr.,Derick,N,Ferrell,M,derick.ferrell@yahoo.co.in,2/7/1975,42.5,4/5/2008,Q2,9.32,173372,24%,155-23-2078,215-650-2255,Mc Veytown,Mifflin,Mc Veytown,PA,17051,Northeast,dnferrell,6-Mq<UaF-3>>h3
740281,Ms.,Lorna,W,Henson,F,lorna.henson@outlook.com,6/9/1989,28.15,10/23/2011,Q4,5.77,85410,16%,146-23-6275,215-781-4273,Scranton,Lackawanna,Scranton,PA,18510,Northeast,lwhenson,G<wLiPElBi\
906797,Mr.,Rico,K,Mayo,M,rico.mayo@gmail.com,6/10/1991,26.15,11/17/2016,Q4,0.69,137995,1%,705-18-7358,216-519-9558,Mineral City,Tuscarawas,Mineral City,OH,44656,Midwest,rkmayo,Wm71-&soe
790008,Ms.,Luann,R,Crane,F,luann.crane@gmail.com,3/26/1977,40.37,7/15/2010,Q3,7.04,84136,23%,101-02-1834,212-213-3997,Phoenix,Oswego,Phoenix,NY,13135,Northeast,lrcrane,l%g-ut\Z
825433,Mrs.,Tara,H,Goodwin,F,tara.goodwin@shaw.ca,7/23/1968,49.05,11/24/2007,Q4,9.68,84023,24%,714-18-9674,215-869-6924,Glenmoore,Chester,Glenmoore,PA,19343,Northeast,thgoodwin,z?qUF|:F~4F
941759,Prof.,Shaun,J,Evans,M,shaun.evans@gmail.com,4/2/1969,48.35,6/13/1990,Q2,27.14,119430,12%,115-98-3287,314-659-6901,Kansas City,Jackson,Kansas City,MO,64108,Midwest,sjevans,sKxrLD&w.d
313864,Mrs.,Debbie,S,Velez,F,debbie.velez@aol.com,4/13/1963,54.33,9/29/1996,Q3,20.84,138006,29%,026-92-8239,303-865-0002,Littleton,Arapahoe,Littleton,CO,80120,West,dsvelez,E&v&Q.Ny:
978745,Mrs.,May,R,Hodge,F,may.hodge@hotmail.com,1/22/1975,42.54,1/31/2015,Q1,2.49,137894,26%,031-92-9813,314-442-0589,Leslie,Franklin,Leslie,MO,63056,Midwest,mrhodge,2G3i7.G_H4a|
807182,Mrs.,Adeline,R,Evans,F,adeline.evans@cox.net,8/13/1988,28.98,4/7/2016,Q2,1.31,121383,12%,029-92-1928,217-205-4597,Niota,Hancock,Niota,IL,62358,Midwest,arevans,7v_esqyX{jg?
463743,Mr.,Guy,C,Gilbert,M,guy.gilbert@gmail.com,9/18/1960,56.9,7/17/1988,Q3,29.05,91453,2%,154-23-7518,303-645-5316,Castle Rock,Douglas,Castle Rock,CO,80104,West,gcgilbert,IO!+4~859p2Xcv
901775,Ms.,Opal,X,Hansen,F,opal.hansen@hotmail.com,11/1/1977,39.76,5/4/2017,Q2,0.23,169631,17%,268-17-1925,802-968-1672,South Ryegate,Caledonia,South Ryegate,VT,5069,Northeast,oxhansen,nc$@aPh+Hp#
197867,Mrs.,Robbie,C,Oconnor,F,robbie.oconnor@bellsouth.net,2/8/1993,24.48,5/30/2014,Q2,3.16,79934,9%,659-24-3337,228-458-9001,Pascagoula,Jackson,Pascagoula,MS,39569,South,rcoconnor,k!90tYFm
423470,Mrs.,Ella,W,Craft,F,ella.craft@aol.com,2/18/1992,25.46,4/7/2017,Q2,0.31,64521,15%,659-24-6888,215-668-2344,Norvelt,Westmoreland,Norvelt,PA,15674,Northeast,ewcraft,CJkB^ktT}+
238361,Prof.,Derrick,T,Vaughn,M,derrick.vaughn@ibm.com,4/16/1965,52.32,5/6/1990,Q2,27.25,194264,1%,641-29-1438,319-530-2214,Ossian,Winneshiek,Ossian,IA,52161,Midwest,dtvaughn,vZmCqW|^ZG?[Y
596366,Mrs.,Maura,W,Cherry,F,maura.cherry@earthlink.net,5/3/1970,47.27,4/5/1996,Q2,21.33,104520,8%,350-08-0605,252-599-2888,Fairfield,Hyde,Fairfield,NC,27826,South,mwcherry,Q0G!nmu\ph2GO]X
725424,Dr.,Roderick,R,Vinson,M,roderick.vinson@hotmail.com,3/3/1994,23.42,8/28/2016,Q3,0.92,65304,19%,516-49-2135,307-616-3182,Encampment,Carbon,Encampment,WY,82325,West,rrvinson,8oD;93zl2:h+dL|
229037,Ms.,Gwen,T,Gilliam,F,gwen.gilliam@aol.com,1/13/1995,22.55,5/8/2016,Q2,1.22,138294,17%,702-18-2141,216-992-9734,Marathon,Clermont,Marathon,OH,45145,Midwest,gtgilliam,d7SlFkO*sQ]
434723,Mrs.,Melanie,L,Zimmerman,F,melanie.zimmerman@aol.com,6/9/1970,47.17,1/12/1999,Q1,18.55,83300,23%,325-11-3291,209-629-2789,La Puente,Los Angeles,La Puente,CA,91749,West,mlzimmerman,T|RMM3N\/l
501422,Mr.,Micah,Y,Merritt,M,micah.merritt@rediffmail.com,10/25/1983,33.78,11/27/2006,Q4,10.67,146356,17%,380-37-8505,209-857-4471,Lyoth,San Joaquin,Lyoth,CA,95296,West,mymerritt,1f5n}{nl
638943,Mr.,Buford,D,Hobbs,M,buford.hobbs@msn.com,10/3/1975,41.85,3/15/2000,Q1,17.38,52960,24%,652-62-4222,479-893-9574,Success,Clay,Success,AR,72470,South,bdhobbs,1%.{TQ@YWtD?P.h
935745,Mr.,Kyle,N,Farmer,M,kyle.farmer@gmail.com,11/20/1974,42.72,8/30/2015,Q3,1.91,195833,8%,593-99-9799,314-838-8839,Tebbetts,Callaway,Tebbetts,MO,65080,Midwest,knfarmer,ud{hKtGIB
750581,Ms.,Jocelyn,U,Rojas,F,jocelyn.rojas@earthlink.net,2/4/1969,48.51,10/17/2009,Q4,7.78,49158,11%,122-98-2107,239-885-4736,Merritt Island,Brevard,Merritt Island,FL,32953,South,jurojas,f$nN:}i#-K
468128,Mr.,Larry,G,Gray,M,larry.gray@outlook.com,9/14/1993,23.88,7/31/2015,Q3,1.99,193352,23%,177-86-6879,210-262-9740,San Augustine,San Augustine,San Augustine,TX,75972,South,lggray,N|bttAfro
884877,Mr.,Wilbur,P,Bates,M,wilbur.bates@verizon.net,7/27/1989,28.02,4/12/2012,Q2,5.3,118264,12%,121-98-0891,212-993-7125,West Copake,Columbia,West Copake,NY,12593,Northeast,wpbates,87AsG3A_
870904,Ms.,Maxine,F,Moran,F,maxine.moran@gmail.com,4/27/1968,49.28,3/25/2009,Q1,8.35,61056,30%,084-02-1509,212-589-4230,Hogansburg,Franklin,Hogansburg,NY,13655,Northeast,mfmoran,z2nBg#~A:R9
926224,Ms.,Kathleen,T,Middleton,F,kathleen.middleton@yahoo.com,3/5/1979,38.42,5/20/2009,Q2,8.19,150091,26%,050-02-2695,270-462-8251,Somerset,Pulaski,Somerset,KY,42502,South,ktmiddleton,0a<%xGdvNgFA
220061,Prof.,Norbert,P,Joyner,M,norbert.joyner@gmail.com,4/18/1966,51.31,11/24/2008,Q4,8.68,40749,21%,765-27-9014,308-463-4519,Schuyler,Colfax,Schuyler,NE,68661,Midwest,npjoyner,tK}l@RUIX3~z
125823,Mr.,Chadwick,G,Walton,M,chadwick.walton@earthlink.net,2/17/1966,51.48,9/14/2008,Q3,8.87,165482,18%,496-29-1717,215-345-7279,Lattimer Mines,Luzerne,Lattimer Mines,PA,18234,Northeast,cgwalton,bUf}27f|hM9
768943,Mrs.,Connie,O,Shaffer,F,connie.shaffer@walmart.com,8/10/1973,43.99,10/15/1999,Q4,17.8,71160,20%,508-57-3446,239-957-2975,Casselberry,Seminole,Casselberry,FL,32718,South,coshaffer,0P&f1[+a~hMh
591698,Ms.,Bobbie,C,Singleton,F,bobbie.singleton@yahoo.com,1/31/1985,32.51,1/1/2011,Q1,6.58,184505,12%,017-94-0645,212-653-6029,Jamaica,Queens,Jamaica,NY,11435,Northeast,bcsingleton,Bzc:YC<gD[i/>F/
700418,Drs.,Lesley,K,Rollins,F,lesley.rollins@aol.com,3/2/1995,22.42,2/11/2017,Q1,0.46,103327,22%,540-83-5227,209-231-7124,Nuevo,Riverside,Nuevo,CA,92567,West,lkrollins,TX&a.6V4B]w~
476635,Ms.,Victoria,H,Howe,F,victoria.howe@gmail.com,2/9/1968,49.5,9/1/1995,Q3,21.92,160288,27%,587-99-9556,216-303-3981,Toledo,Lucas,Toledo,OH,43657,Midwest,vhhowe,gZ_@l_bY!M?Fs#
785299,Mr.,Marc,F,Nixon,M,marc.nixon@gmail.com,2/20/1970,47.47,12/28/2005,Q4,11.59,59123,0%,251-99-1319,215-276-4646,East Hickory,Forest,East Hickory,PA,16321,Northeast,mfnixon,kwDez~:**7+vBI}
225139,Prof.,Elias,A,Pena,M,elias.pena@hotmail.com,3/18/1996,21.38,4/8/2017,Q2,0.3,183466,27%,579-53-7330,270-272-3267,Mayking,Letcher,Mayking,KY,41837,South,eapena,u3#Bt/kNd}6|x
308125,Mrs.,Flossie,C,Mcpherson,F,flossie.mcpherson@gmail.com,11/18/1969,47.72,3/18/1996,Q1,21.38,97890,29%,705-18-7866,208-965-8377,Nezperce,Lewis,Nezperce,ID,83543,West,fcmcpherson,W--AWA*86
129426,Drs.,Lana,E,Hayes,F,lana.hayes@hotmail.com,12/17/1975,41.64,10/15/2013,Q4,3.79,82263,13%,231-99-5548,316-644-3677,Shawnee Mission,Johnson,Shawnee Mission,KS,66219,Midwest,lehayes,jE0rUVi1@Y^
399192,Mr.,Nick,C,Wilcox,M,nick.wilcox@bellsouth.net,11/18/1976,40.72,9/10/2012,Q3,4.88,136207,28%,027-92-5366,217-505-1313,Glen Ellyn,DuPage,Glen Ellyn,IL,60137,Midwest,ncwilcox,y&XMj7-I9*pimca
555551,Ms.,Nona,W,Buck,F,nona.buck@outlook.com,6/9/1988,29.15,11/8/2010,Q4,6.72,143194,23%,654-38-4904,210-661-7658,Odessa,Ector,Odessa,TX,79763,South,nwbuck,ZbqBrr{y
245059,Mr.,Abdul,K,Barnett,M,abdul.barnett@hotmail.com,3/26/1985,32.36,9/26/2011,Q3,5.84,165777,25%,580-41-6312,236-885-1600,Alexandria,Fairfax,Alexandria,VA,22307,South,akbarnett,wS_FOPH}1nw/
423008,Drs.,Inez,C,Kane,F,inez.kane@ntlworld.com,5/12/1985,32.23,9/11/2009,Q3,7.88,77392,14%,265-99-4110,209-572-5312,Sierra Madre,Los Angeles,Sierra Madre,CA,91025,West,ickane,H>Ee>>g\iy
316407,Drs.,Raquel,A,Bray,F,raquel.bray@hotmail.co.uk,12/9/1993,23.65,9/10/2015,Q3,1.88,74449,0%,628-31-5360,212-329-7544,Pine Island,Orange,Pine Island,NY,10969,Northeast,rabray,4B5j%Pwt
410027,Mr.,Sean,F,Noble,M,sean.noble@cox.net,8/17/1962,54.98,3/25/2011,Q1,6.35,117566,4%,557-99-1301,209-586-9398,Corona,Riverside,Corona,CA,92879,West,sfnoble,g~q>_23U@p9L}f
307715,Dr.,Fred,I,Woodward,M,fred.woodward@hotmail.com,12/23/1970,46.63,4/4/2003,Q2,14.33,115356,27%,715-18-1976,209-240-2610,North Palm Springs,Riverside,North Palm Springs,CA,92258,West,fiwoodward,b0E;1tWzG.$bWR
690117,Mr.,Sylvester,Q,Salas,M,sylvester.salas@outlook.com,9/25/1987,29.86,2/18/2016,Q1,1.44,170570,29%,276-17-7941,239-817-0332,Sarasota,Sarasota,Sarasota,FL,34241,South,sqsalas,af<@LoZHaVGQWW6
149844,Mrs.,Berta,P,Irwin,F,berta.irwin@gmail.com,1/12/1983,34.56,6/2/2012,Q2,5.16,169176,20%,650-62-5600,212-758-0414,Holbrook,Suffolk,Holbrook,NY,11741,Northeast,bpirwin,Z#M\0V<#aN\[hlM
116530,Drs.,Noelle,G,Paul,F,noelle.paul@yahoo.com,2/1/1964,53.52,11/19/1988,Q4,28.71,190616,1%,475-55-5235,605-838-1184,Crocker,Crocker,Crocker,SD,57229,Midwest,ngpaul,MbS_ve+L
234429,Ms.,Chrystal,D,Swanson,F,chrystal.swanson@aol.com,2/25/1984,33.44,4/27/2007,Q2,10.26,144528,23%,584-99-3299,215-902-9729,Norristown,Montgomery,Norristown,PA,19401,Northeast,cdswanson,R>P2t{e{rv.Tx
437970,Hon.,Reggie,R,Nolan,M,reggie.nolan@gmail.com,9/17/1989,27.88,8/5/2013,Q3,3.98,178094,19%,126-98-3026,319-430-2681,Woodward,Dallas,Woodward,IA,50276,Midwest,rrnolan,K.pAyOb!Q
766745,Hon.,Joanne,K,Melton,F,joanne.melton@verizon.net,12/19/1964,52.64,3/30/2006,Q1,11.34,61487,30%,265-99-9921,216-426-9488,Cincinnati,Hamilton,Cincinnati,OH,45253,Midwest,jkmelton,UlW?aBVTacKj\
684446,Mr.,Bryon,J,Gardner,M,bryon.gardner@aol.com,2/23/1985,32.45,3/4/2008,Q1,9.41,169032,4%,482-41-1206,209-532-8208,Platina,Shasta,Platina,CA,96076,West,bjgardner,x\N_X$C._!
385932,Ms.,Noreen,M,Vincent,F,noreen.vincent@yahoo.com,9/15/1994,22.88,8/20/2016,Q3,0.94,163224,12%,119-98-0757,270-268-3778,Fisty,Knott,Fisty,KY,41743,South,nmvincent,1zB$#+{AY{tV
862150,Hon.,Mathew,S,Duran,M,mathew.duran@aol.com,9/6/1993,23.91,9/27/2015,Q3,1.84,140169,5%,681-24-3625,302-891-8805,Millville,Sussex,Millville,DE,19967,South,msduran,G|S_Ykzj2
635915,Ms.,Herminia,I,Morin,F,herminia.morin@yahoo.com,2/24/1961,56.46,6/25/1989,Q2,28.11,160770,11%,481-41-6687,252-295-6841,Reidsville,Rockingham,Reidsville,NC,27320,South,himorin,HFkKuAPa8Vq
540696,Dr.,Luke,Y,Craft,M,luke.craft@apple.com,8/25/1984,32.95,7/26/2013,Q3,4.01,114661,13%,548-99-4491,270-381-3548,Harned,Breckinridge,Harned,KY,40144,South,lycraft,Z^pd7%Q9s^l*uG
870351,Mr.,Ronny,C,Long,M,ronny.long@microsoft.com,12/10/1982,34.65,11/25/2009,Q4,7.68,115908,20%,445-27-1852,319-680-3248,Thompson,Winnebago,Thompson,IA,50478,Midwest,rclong,0&$Y{QQ~!V
360498,Ms.,Jeannine,E,Vaughn,F,jeannine.vaughn@aol.com,4/9/1978,39.33,4/29/2014,Q2,3.25,153407,17%,034-92-7282,207-276-8057,Bingham,Somerset,Bingham,ME,4920,Northeast,jevaughn,ePVxuf<0cW/WD
397164,Mrs.,Silvia,F,Huff,F,silvia.huff@gmail.com,2/12/1974,43.48,1/28/2009,Q1,8.5,67189,0%,101-02-3793,210-570-5638,Fort Worth,Tarrant,Fort Worth,TX,76179,South,sfhuff,H-nXtC%M-2
488068,Mrs.,Margo,K,Hoffman,F,margo.hoffman@gmail.com,5/14/1985,32.23,12/21/2009,Q4,7.61,117004,9%,500-29-6149,207-512-9091,Crouseville,Aroostook,Crouseville,ME,4738,Northeast,mkhoffman,vBqm?*5P
890432,Mrs.,Kimberly,K,Summers,F,kimberly.summers@msn.com,12/31/1958,58.61,4/30/2006,Q2,11.25,184073,30%,125-98-6121,270-484-2113,Carter,Carter,Carter,KY,41128,South,kksummers,k_#wuxwqj^>IfZ
935890,Hon.,Jodie,I,Mckinney,F,jodie.mckinney@bp.com,10/16/1995,21.8,12/24/2016,Q4,0.59,83325,29%,337-11-9823,423-906-6653,Miston,Dyer,Miston,TN,38056,South,jimckinney,bQ5Bdup#ngI
541867,Ms.,Lorrie,V,Leblanc,F,lorrie.leblanc@gmail.com,1/12/1968,49.58,2/13/1993,Q1,24.47,74192,25%,268-17-3666,209-971-3069,San Bernardino,San Bernardino,San Bernardino,CA,92408,West,lvleblanc,YNPPUYK+W
885774,Dr.,Miles,Q,Giles,M,miles.giles@yahoo.com,8/3/1976,41.01,2/12/2007,Q1,10.46,105720,30%,067-02-8021,219-201-2782,Indianapolis,Marion,Indianapolis,IN,46298,Midwest,mqgiles,s4Zs7s+zFZ*g
979649,Mr.,Jamar,Q,Castaneda,M,jamar.castaneda@yahoo.com,5/11/1982,35.24,5/22/2006,Q2,11.19,68745,16%,441-29-0134,302-432-3433,Wilmington,New Castle,Wilmington,DE,19889,South,jqcastaneda,o>A?Qf*}v-
599012,Mrs.,Amber,Z,Warner,F,amber.warner@hotmail.com,11/19/1957,59.73,8/6/2016,Q3,0.98,116847,15%,214-91-0355,229-317-6542,Darien,McIntosh,Darien,GA,31305,South,azwarner,J:N;5ljQi
204626,Prof.,Sterling,X,Patel,M,sterling.patel@aol.com,2/15/1966,51.48,11/11/2001,Q4,15.72,151009,21%,694-16-8263,206-767-7661,Burton,King,Burton,WA,98013,West,sxpatel,Ax><l*3WSal@.1~
830006,Ms.,Enid,M,Pearson,F,enid.pearson@cox.net,7/28/1972,45.03,4/24/2006,Q2,11.27,183123,3%,363-39-7730,201-401-9033,Brick,Ocean,Brick,NJ,8724,Northeast,empearson,TN-6vBGE
127205,Mrs.,Annmarie,C,Frye,F,annmarie.frye@charter.net,6/4/1986,31.17,7/14/2013,Q3,4.04,72981,11%,082-02-2486,219-931-4746,Smithville,Monroe,Smithville,IN,47458,Midwest,acfrye,7X1fHgcDC
215589,Ms.,Molly,X,Roach,F,molly.roach@gmail.com,10/21/1966,50.8,10/1/2005,Q4,11.83,74803,19%,060-02-6264,262-674-8386,Fairwater,Fond du Lac,Fairwater,WI,53931,Midwest,mxroach,2ne>f[Chx
621606,Mr.,Rogelio,P,Poole,M,rogelio.poole@exxonmobil.com,3/31/1992,25.34,7/27/2014,Q3,3.01,85147,20%,395-33-4076,405-479-3205,Vici,Dewey,Vici,OK,73859,South,rppoole,T;y<nb9}Vy?B
223379,Dr.,Mathew,P,Duke,M,mathew.duke@rediffmail.com,1/17/1993,24.54,9/6/2015,Q3,1.89,196685,13%,115-98-3680,316-687-4762,Ramona,Marion,Ramona,KS,67475,Midwest,mpduke,c5Z;2Y}K@8n3A-Q
236366,Mr.,Lewis,Q,Ayala,M,lewis.ayala@gmail.com,11/29/1992,24.68,6/15/2016,Q2,1.12,144369,30%,468-57-8809,252-216-6091,Lexington,Davidson,Lexington,NC,27292,South,lqayala,c/&oi~\^
798043,Ms.,Claudette,B,Walter,F,claudette.walter@outlook.com,2/17/1984,33.47,8/4/2012,Q3,4.98,44430,13%,521-99-8220,212-366-5351,Albany,Albany,Albany,NY,12226,Northeast,cbwalter,NzF8\Y+|V:
811092,Ms.,Tracie,B,Delaney,F,tracie.delaney@hotmail.com,5/31/1973,44.19,5/19/2011,Q2,6.2,144899,23%,719-18-7122,239-752-5987,The Villages,The Villages,The Villages,FL,32163,South,tbdelaney,lJeXKWzfS:e
288820,Mr.,Eric,N,Mccullough,M,eric.mccullough@gmail.com,10/17/1965,51.81,3/20/1997,Q1,20.37,151530,30%,208-84-0053,216-663-9379,Lafayette,Allen,Lafayette,OH,45854,Midwest,enmccullough,5j<Md4:9S
138351,Mr.,Nestor,J,Carney,M,nestor.carney@gmail.com,6/5/1975,42.18,12/4/1996,Q4,20.66,77526,1%,444-27-6764,314-545-0008,Warsaw,Benton,Warsaw,MO,65355,Midwest,njcarney,szc11>yW\VkBn
